idPlayer,overallPerformance,weightedHitRate,brilliantPerformance,grade
1,29.94973720661801,6.101739983716494,13.730880327072093,F
2,5.2501947056539215,26.27399937613623,10.208048110682954,G
3,66.4822106289317,76.37661832543802,63.91914858705468,C
4,4.9256948982895405,18.116494452512743,6.5864962028525955,G
5,72.06300069661752,96.71002597938232,36.858681971645765,C
6,76.24096431612493,19.292394003894564,84.5542173861681,B
7,14.93658433643791,67.10254839244779,13.635429835501967,F
8,1.5426081967948333,25.154598628462377,1.0396085548349119,G
9,87.31906312152529,84.64919840751944,83.00845900090943,A
10,66.99015967145218,77.92401103483432,95.4994769483658,B
11,28.18300405655833,10.393128585131375,26.790755575785184,F
12,74.19903825654328,93.87412316327622,64.62172386745311,B
13,3.533238695337733,85.29953980604544,3.7166231176699323,F
14,3.4370370759050832,48.68864097632254,3.698543591197119,G
15,20.986260814145933,36.17651692568858,29.944512114275756,F
16,82.75836223440417,99.02299645084207,74.99033973241431,B
18,26.313768886750232,71.36350206247586,6.334888296886744,F
19,48.08625180426249,52.52960470480355,67.37494060001367,D
20,92.22959736760596,39.117982203330165,96.75064135185754,A
21,57.12490470987366,34.010320426428954,48.31786162400179,D
22,31.729489798005915,26.781802543682087,51.93005758889156,E
23,2.335542997288525,9.879943683500711,1.5196294680974924,G
24,7.15995519739158,14.823717541305175,15.919518676885215,G
26,83.47506194118633,83.18196406433321,92.83296310979583,A
27,28.31472006206997,63.094901243957004,86.01776478079505,D
28,13.627806742122555,4.232848380616836,11.914308155822512,G
29,30.71711466470044,52.66018499266227,61.69480176041935,D
30,57.68720911301058,28.76449902667971,79.27447434114983,C
31,59.21214757519182,43.57755730046423,48.535313713922854,D
32,79.92379791268911,20.21304789291389,23.028564615404555,D
33,31.87613805526366,26.94859823870991,48.83973139981942,E
35,48.867965768372,53.72418273535964,50.30622843583051,D
36,64.06891247194395,40.079571697019986,38.39161883033901,D
37,62.807631951190544,96.7550104022002,57.58286699831559,C
38,17.29370208745891,74.17251511896887,35.00946756406567,E
39,8.434646631630581,89.99697769807885,9.062503426484819,F
40,35.08779720394291,57.35364158911091,35.036201262488184,E
41,75.28433969694257,12.708018232768026,78.19048376124255,C
42,39.74398305983255,15.734892625014924,61.80402106038693,E
43,78.99957165712877,60.46872501495621,75.30121463617142,B
44,86.26245632830697,88.62742013599158,83.08772279913406,A
45,85.5710710131646,35.8611101582308,85.78045610071251,B
46,2.079752039788643,1.0700308932905733,0.8599128079068344,G
47,17.32133289801974,74.19081207349555,16.337298988619498,F
49,55.18725624202616,69.10162618458824,27.071525370356355,D
50,75.28757629301627,35.50629627188195,81.38430937933697,B
51,34.71308519996706,19.260152133979442,25.7551943597761,F
52,92.51788903377378,70.73159202542696,96.07400895278869,A
53,29.749218015467193,95.97241463492743,23.740687534880795,E
54,15.644720106541651,26.081654309355873,41.52855709581919,F
55,1.608392684087919,4.756135319925294,3.7166231176699323,G
56,54.274628706979385,25.024844369812204,55.83993732146331,D
57,43.62751986714599,22.320967824823697,64.88459386015404,D
58,25.302770655143675,57.365707506888356,23.431516229998344,F
59,31.155940262035493,42.54459715650958,31.485954342540612,E
60,36.210488566239285,45.50251456334922,66.65964929619116,D
61,86.26698265081549,78.0451394456616,85.6622164887433,A
62,72.63965932005762,10.259382579194835,66.80652477987304,C
64,4.654848999641616,3.2317650535267974,2.4770986158969954,G
65,45.28326061912061,67.32383242324069,71.36759022325407,C
66,1.9666886576680789,2.03266949564461,1.2101998055299035,G
67,1.4088350640719318,59.019523528660024,1.25706821750278,G
68,41.584989776987335,67.27145464025133,39.38579965172363,D
69,65.26004035143612,73.23589162891481,93.4514090281692,B
70,14.991270500297487,41.16925656316737,24.421127165396133,F
71,13.60904415516221,57.96092388649614,23.365205339762618,F
72,23.176093720342784,28.548728844817283,61.77755677030885,E
73,1.7769626361714186,3.5534313140185416,6.2730320997110764,G
74,58.65861369493417,62.15582675167577,71.3935006152005,C
75,56.35689937314019,85.96000185391165,48.724662356362316,C
77,60.50011311242742,90.37594621342136,48.15477467226806,C
78,60.45477676464309,26.857732068189012,37.163174131192456,D
79,98.87721274393314,98.40267417109563,99.93347744691846,A
80,36.27332533862801,67.08172296768024,54.536626525314006,D
81,10.289847012485515,6.983730020589815,17.280973170758596,G
82,12.326476223330333,9.11960180547473,42.858989720328935,F
83,43.24767114687435,31.974805567123806,34.61083638584985,E
84,15.598923669829384,74.0163525094131,8.615491537010938,F
85,47.28044540180788,3.5605283252109903,53.607712348601346,E
86,53.1279689460058,58.67335073029065,51.6708280557173,D
87,21.622148868765606,55.74318976377266,39.29218534573785,E
88,25.578585358315387,21.9783289181317,50.729171369586446,E
89,86.94455045594086,66.07592577588255,93.70260332598033,A
90,89.87115701896396,37.92789113560298,90.26727033379429,B
91,54.09207032778758,46.01072692045937,64.33099678494824,D
92,47.36107008186467,54.70331301014218,49.32381130910718,D
93,62.21506141237029,35.655354025896614,46.134647102813815,D
94,36.573940965344086,34.619264304862554,60.56417482219436,D
95,93.5447871456327,95.10425357111707,68.5448860822826,A
96,65.42377395017324,56.97885068209988,30.820055621122123,D
97,73.4332198732707,60.441132552222385,50.16515670445509,C
98,91.26090948362473,25.844716400240024,66.7195245567908,B
99,5.88428947463746,14.509482816563452,8.155138662067934,G
100,80.31684868724071,91.72357735461135,96.48679914176068,A
101,16.893949153726975,0.9247051982352715,8.845848759097448,G
102,86.15298250455588,48.90169897988365,91.88051289492462,B
103,43.92310065839016,24.912350026723576,46.594877450245164,E
104,44.627398023215314,59.44494441441541,26.055558527932625,E
105,68.42683920223249,33.944819818596486,60.479718590218035,C
106,98.0504786090038,94.38902652061344,98.96721990048398,A
107,52.56259997240089,16.50385993815697,67.56821033557226,D
109,48.052700314061795,69.7463582382005,41.59214005810422,D
110,33.467291779880455,35.476998995196574,11.223390915456385,F
111,41.20130933435312,44.85680069759821,55.05249750097474,D
113,38.80837182396617,7.5478332883120665,33.31673326502131,E
114,36.889012367860566,64.16393435600062,46.06960498724641,E
115,11.167252258299905,22.399564400706605,7.675991005675736,G
116,10.616701990133379,80.99052177788268,6.787685524537709,F
117,43.63933204150502,63.49074472938162,50.80092594000847,D
118,4.386230938923123,11.836388633107454,6.732416314619084,G
119,46.570995097468185,12.06568183896582,84.2027141940102,D
120,96.18213491697382,84.08978455254868,99.28318293999759,A
121,86.28285941681047,86.94887377077679,85.31253698489465,A
122,69.84680298564894,38.573498338419064,58.45653138428932,C
123,20.92471539816369,74.03559180461366,49.78515766326561,E
124,67.7212602243288,95.75734848281651,87.58695816225273,B
125,36.70659530229822,40.759673605171955,18.016113733168872,F
126,61.232852133227155,68.92976845302539,15.6123232702781,D
127,2.8128421997795603,0.663236978316395,6.196303327310796,G
128,98.14976524323878,75.26002923226964,98.29685315381349,A
130,89.6534138066762,27.75420657213892,34.038928530950294,C
132,62.31861233716904,74.11704075426601,92.51129754517387,B
133,57.40039665657895,54.11065949645288,66.17574401220129,C
134,73.3741525491625,79.14992964480253,76.38155186116661,B
136,39.19303855760017,38.965307450487515,12.981398366669533,F
138,69.63506960631757,35.24688306871592,62.95682744421598,C
139,5.38715246212607,18.896366865274167,34.61083638584985,F
140,28.291465228126977,63.91337437555544,33.714227699036826,E
141,5.005025867255218,0.5295753142900305,5.6777431614316,G
142,55.245854439801356,42.447390492085475,67.07012522956917,C
143,57.700503779539126,80.22309814889486,73.77262614791556,C
144,95.72285594378533,68.92937186507643,76.11237779992999,A
145,11.244264759275797,83.99975083828595,12.262762272202867,F
146,22.457903278676376,11.913751671625603,33.2837162451178,F
147,23.899214420061394,42.48700528397035,32.574236749695515,F
149,44.674421380563494,43.37403945868371,79.35476672865806,D
150,3.7542371648596236,23.496697562063463,4.035146156645977,G
151,18.01966976691596,50.837162858796226,39.94919402833747,F
153,76.25694909089529,80.35011052702033,88.38922197536436,B
154,63.03548307139091,59.42869821277776,80.0574223386676,C
155,84.3709755043045,20.689995517750347,73.1328960468135,B
156,33.09365467719058,96.61135648879933,20.85590040000848,E
157,12.314480594107332,6.248873775529893,9.535002614028663,G
158,40.91724136163166,36.491551251250364,56.218945341182106,D
159,9.997584937157033,78.21519337846854,19.822513299243113,F
160,39.80647032582114,30.34545498597018,40.76794013317076,E
161,15.741736213751809,4.8617456802276235,33.77356423153633,F
162,13.405519199055508,23.95402907154821,17.674819093757048,F
163,2.352795677410681,45.45582641672634,1.8339928334374997,G
164,26.02621892675136,44.555044362297444,59.32163921984818,E
165,6.554190683882884,96.87461471423951,5.970078132368071,F
166,25.974923378984105,34.175046813425375,26.147788551265084,F
167,18.271869836728584,76.59569019260961,3.4188580631899987,F
168,89.8752928840785,70.7666924671524,95.17659901876961,A
170,25.356701641314487,11.965202409423032,13.730880327072088,F
171,49.534173028017236,36.093811919615206,52.38305354951089,D
172,64.63198157945946,42.351307113519354,52.636889817167756,C
173,79.55105708248564,38.49980560169745,33.584781763372376,C
174,83.65058394763577,10.656905402912939,56.79568278350011,C
175,73.80719317135413,84.44613554297666,54.827314157923034,C
178,1.2942024881835215,0.020372503483644725,0.2483598549051112,G
179,74.95410134470997,94.2911572965891,64.03661434947325,B
180,83.95339332968558,95.66137371248263,71.12312835233135,B
181,63.72855168517566,15.762462181102658,76.13381379821065,C
182,32.99842274693764,58.918971699121236,25.481860362752336,E
183,36.26937692787544,18.73142034371316,54.13003489429118,E
186,36.83996987346046,32.43143719893636,36.44521923164147,E
187,24.541539965208745,5.225220611045767,30.574349611418267,F
188,86.05594353642653,82.84018398750544,85.63373050456244,A
189,36.45512683912173,76.88059886320548,32.24587364145467,E
190,93.07491333368321,70.45145913973762,91.74059983775943,A
192,9.980221665459268,13.28173801141293,15.737238152257099,G
193,69.53740202308903,76.91406313585978,81.57884058100724,B
194,33.140677641801766,2.396692978642941,94.64793322788599,D
195,67.40287313466393,69.14329124010088,84.10560004042271,B
197,94.48257403959235,98.36059900327085,99.2665807225225,A
198,73.8211466678652,88.69166547563835,59.4567504431753,B
199,11.318355292595156,58.49530610721245,10.968542895111142,F
200,61.46018212534874,96.06051580924779,68.09393646900371,C
201,48.97752646599704,38.10519162672379,79.17504332749171,C
202,19.746684501480612,64.40585272894448,16.899131977458808,F
